bridgeId,bridgeName,date,depositUSD,withdrawUSD,totalUSD,netUSD
84,LayerZero,2025-03-31,269981587.8105192,271003362.7687592,540984950.5792785,-1021774.9582399726
84,LayerZero,2025-04-01,329885214.8858823,329473032.90757495,659358247.7934573,412181.9783073664
84,LayerZero,2025-04-02,329863090.8578912,343197123.6313172,673060214.4892085,-13334032.773425996
84,LayerZero,2025-04-03,272246862.89002913,269803457.9890526,542050320.8790817,2443404.9009765387
84,LayerZero,2025-04-04,176423563.90017822,183449418.58605617,359872982.4862344,-7025854.685877949
84,LayerZero,2025-04-05,116243959.91110596,126911491.0164098,243155450.92751575,-10667531.105303839
84,LayerZero,2025-04-06,142878574.20378852,142873898.90381536,285752473.1076039,4675.2999731600285
84,LayerZero,2025-04-07,372393984.46245456,375469113.90584224,747863098.3682969,-3075129.443387687
84,LayerZero,2025-04-08,189327921.9341193,189121764.53249446,378449686.46661377,206157.40162485838
84,LayerZero,2025-04-09,195074974.39144167,193106914.3604605,388181888.75190216,1968060.030981183
84,LayerZero,2025-04-10,224114466.97898465,224615309.29413536,448729776.27312005,-500842.31515070796
84,LayerZero,2025-04-11,171859883.50861287,173549631.64141846,345409515.1500313,-1689748.1328055859
84,LayerZero,2025-04-12,126943125.62217523,124352425.40411681,251295551.02629203,2590700.218058422
84,LayerZero,2025-04-13,27374083.64313644,26667140.358771745,54041224.00190818,706943.2843646966
84,LayerZero,2025-04-14,168002598.17344344,163920865.2907538,331923463.4641973,4081732.882689625
84,LayerZero,2025-04-15,226810374.63274705,172792171.92990446,399602546.5626515,54018202.70284259
84,LayerZero,2025-04-16,306452376.5507794,294109313.3495224,600561689.9003018,12343063.20125699
84,LayerZero,2025-04-17,210009615.5637214,194047930.21054453,404057545.7742659,15961685.353176862
84,LayerZero,2025-04-18,157907266.39268953,160324567.50515348,318231833.897843,-2417301.112463951
84,LayerZero,2025-04-19,115917124.94465186,109657557.03289105,225574681.9775429,6259567.911760807
84,LayerZero,2025-04-20,99699486.8486842,101442229.62313575,201141716.47181994,-1742742.774451539
84,LayerZero,2025-04-21,117507116.21356472,158719362.96514422,276226479.1787089,-41212246.75157949
84,LayerZero,2025-04-22,158432400.2253468,173997931.96898848,332430332.1943353,-15565531.743641675
84,LayerZero,2025-04-23,204479080.57252446,195942972.3899354,400422052.96245986,8536108.182589054
84,LayerZero,2025-04-24,185799784.18601817,222617500.67338553,408417284.8594037,-36817716.48736736
84,LayerZero,2025-04-25,156553424.41697642,177106191.95024917,333659616.3672256,-20552767.533272743
84,LayerZero,2025-04-26,93583303.5935526,72602918.34018314,166186221.93373573,20980385.253369465
84,LayerZero,2025-04-27,116685603.97869454,108641100.7152392,225326704.69393373,8044503.263455346
84,LayerZero,2025-04-28,149331704.97556305,162927232.2035969,312258937.17915994,-13595527.22803384
84,LayerZero,2025-04-29,233174463.0436986,227208851.8186709,460383314.86236954,5965611.22502771
84,LayerZero,2025-04-30,174832612.0656839,165431368.47987017,340263980.54555404,9401243.585813731
84,LayerZero,2025-05-01,162982799.1437466,210011704.56641832,372994503.7101649,-47028905.422671705
84,LayerZero,2025-05-02,93876250.60755508,106210142.35224746,200086392.95980254,-12333891.744692385
84,LayerZero,2025-05-03,79623368.36993347,92056563.32595982,171679931.6958933,-12433194.956026345
84,LayerZero,2025-05-04,142320245.22021514,147019022.21620542,289339267.43642056,-4698776.995990276
84,LayerZero,2025-05-05,143411638.72631353,169439907.39677012,312851546.12308365,-26028268.67045659
84,LayerZero,2025-05-06,452225858.2870171,470274672.5852539,922500530.8722711,-18048814.298236787
84,LayerZero,2025-05-07,308077964.63585126,284958443.583097,593036408.2189482,23119521.052754283
84,LayerZero,2025-05-08,304834783.19605064,342107760.68594414,646942543.8819947,-37272977.489893496
84,LayerZero,2025-05-09,758154241.8614041,658141546.7422652,1416295788.6036692,100012695.11913884
84,LayerZero,2025-05-10,397280953.04358375,404976202.0618433,802257155.105427,-7695249.018259525
84,LayerZero,2025-05-11,194258052.27249014,205240580.54909992,399498632.82159007,-10982528.276609778
84,LayerZero,2025-05-12,585876051.4826018,596136371.125826,1182012422.6084278,-10260319.64322424
84,LayerZero,2025-05-13,431139528.9355359,470749225.60535496,901888754.5408909,-39609696.66981906
84,LayerZero,2025-05-14,338114019.1726177,335730455.29455024,673844474.4671679,2383563.878067434
84,LayerZero,2025-05-15,162525876.23706472,197534111.5162863,360059987.75335103,-35008235.279221594
84,LayerZero,2025-05-16,186234754.34842303,185151132.90765768,371385887.25608075,1083621.440765351
84,LayerZero,2025-05-17,112829290.61522423,101829795.61637521,214659086.23159945,10999494.99884902
84,LayerZero,2025-05-18,114223295.87737942,120424473.07315585,234647768.95053527,-6201177.195776433
84,LayerZero,2025-05-19,8792370.976739094,9606353.074377522,18398724.051116616,-813982.0976384282
84,LayerZero,2025-05-20,277173387.714705,253172358.95564017,530345746.6703452,24001028.759064823
84,LayerZero,2025-05-21,166761034.28391376,119429054.63547115,286190088.9193849,47331979.64844261
84,LayerZero,2025-05-22,204883981.1521796,236351346.29285702,441235327.44503665,-31467365.140677422
84,LayerZero,2025-05-23,287196444.6223298,279448375.97943157,566644820.6017613,7748068.642898202
84,LayerZero,2025-05-24,117494821.48067807,106568821.81748603,224063643.2981641,10925999.663192034
84,LayerZero,2025-05-25,80843381.35739654,73653027.74604766,154496409.10344422,7190353.611348882
84,LayerZero,2025-05-26,111870151.02811177,123377646.39842415,235247797.4265359,-11507495.370312378
84,LayerZero,2025-05-27,172048574.25126782,165418205.4439888,337466779.6952566,6630368.807279021
84,LayerZero,2025-05-28,139607500.65243867,128104530.64887825,267712031.30131692,11502970.003560424
84,LayerZero,2025-05-29,254166798.38166645,223930435.11007932,478097233.49174577,30236363.271587133
84,LayerZero,2025-05-30,205285420.14002162,179927712.17922807,385213132.3192497,25357707.960793555
84,LayerZero,2025-05-31,315246587.2163955,314483645.46180224,629730232.6781977,762941.7545932531
84,LayerZero,2025-06-01,262063470.3477889,262678026.1580047,524741496.5057936,-614555.810215801
84,LayerZero,2025-06-02,211327399.9151858,226380479.43108338,437707879.3462692,-15053079.515897572
84,LayerZero,2025-06-03,170531672.87518924,164345047.0114245,334876719.8866137,6186625.863764733
84,LayerZero,2025-06-04,178376533.02360865,141010242.0227692,319386775.0463779,37366291.00083944
84,LayerZero,2025-06-05,193078578.09784403,156984604.43645987,350063182.5343039,36093973.661384165
84,LayerZero,2025-06-06,236631046.7277001,223903140.5017177,460534187.2294178,12727906.225982428
84,LayerZero,2025-06-07,174363928.40781128,129255348.34594594,303619276.75375724,45108580.061865345
84,LayerZero,2025-06-08,98449091.67101151,69900353.35286903,168349445.02388054,28548738.318142474
84,LayerZero,2025-06-09,178092077.55342394,200805437.2382072,378897514.7916311,-22713359.68478325
84,LayerZero,2025-06-10,519140982.18459,449071722.8220051,968212705.0065951,70069259.36258489
84,LayerZero,2025-06-11,169711526.35549766,137964773.8555171,307676300.21101475,31746752.49998057
84,LayerZero,2025-06-12,152923449.23533806,175135546.1249773,328058995.3603153,-22212096.88963923
84,LayerZero,2025-06-13,181401959.23942545,158589154.0383531,339991113.2777785,22812805.201072365
84,LayerZero,2025-06-14,111519881.8914464,113601509.38415149,225121391.27559787,-2081627.4927050918
84,LayerZero,2025-06-15,83391357.17891404,85405000.88097923,168796358.05989325,-2013643.7020651847
84,LayerZero,2025-06-16,245900910.9220418,219630291.61533114,465531202.53737295,26270619.30671066
84,LayerZero,2025-06-17,176559517.24235427,165087587.29974768,341647104.542102,11471929.942606598
84,LayerZero,2025-06-18,123944742.67691493,115542495.50972737,239487238.1866423,8402247.167187557
84,LayerZero,2025-06-19,120514899.80336149,113265623.41842407,233780523.22178555,7249276.3849374205
84,LayerZero,2025-06-20,323928329.2451672,319375901.1497684,643304230.3949356,4552428.095398784
84,LayerZero,2025-06-21,107948178.7731505,109526919.25450835,217475098.02765885,-1578740.4813578427
84,LayerZero,2025-06-22,91046172.48909777,103889451.63595758,194935624.12505537,-12843279.14685981
84,LayerZero,2025-06-23,153689584.93326485,162201414.71853298,315890999.65179783,-8511829.785268128
84,LayerZero,2025-06-24,297749214.89468986,273568559.01696277,571317773.9116526,24180655.87772709
84,LayerZero,2025-06-25,145387104.95329484,140701365.98077017,286088470.934065,4685738.972524673
84,LayerZero,2025-06-26,218445199.19066104,199825367.11680818,418270566.30746925,18619832.073852867
84,LayerZero,2025-06-27,202741460.12607932,203520942.83172542,406262402.95780474,-779482.7056460977
84,LayerZero,2025-06-28,62189180.733973,58825758.73373435,121014939.46770734,3363422.0002386495
84,LayerZero,2025-06-29,101551687.74930647,102198242.23093727,203749929.98024374,-646554.4816308022
84,LayerZero,2025-06-30,125669655.48563123,123964797.04141201,249634452.52704322,1704858.4442192167
84,LayerZero,2025-07-01,164578914.99277312,180157006.41400123,344735921.40677434,-15578091.42122811
84,LayerZero,2025-07-02,192204472.8553517,200377942.91490704,392582415.7702587,-8173470.059555352
84,LayerZero,2025-07-03,142099714.332076,121814001.12120958,263913715.45328557,20285713.210866436
84,LayerZero,2025-07-04,178524940.88246873,160214211.99411708,338739152.87658584,18310728.88835165
84,LayerZero,2025-07-05,119611028.04690784,121225796.2623515,240836824.30925936,-1614768.2154436558
84,LayerZero,2025-07-06,118271995.93666658,116789868.89412344,235061864.83079,1482127.042543143
84,LayerZero,2025-07-07,127617786.83138989,115508283.28045927,243126070.11184916,12109503.55093062
84,LayerZero,2025-07-08,124531381.65068598,163252643.23142657,287784024.88211256,-38721261.580740586
84,LayerZero,2025-07-09,185917028.9173216,194106435.9502803,380023464.8676019,-8189407.032958716
84,LayerZero,2025-07-10,243650879.9038701,243264555.94835833,486915435.8522284,386323.9555117786
84,LayerZero,2025-07-11,218912843.02358732,274642143.45203316,493554986.4756205,-55729300.428445846
84,LayerZero,2025-07-12,217462324.50356507,208372974.55217758,425835299.0557426,9089349.951387495
84,LayerZero,2025-07-13,79473736.23772345,91586901.57801859,171060637.81574205,-12113165.340295136
84,LayerZero,2025-07-14,214053902.10228148,202609095.72411358,416662997.82639503,11444806.378167897
84,LayerZero,2025-07-15,222358541.08713502,221204420.34222353,443562961.42935854,1154120.7449114919
84,LayerZero,2025-07-16,207138911.73073786,211222050.09022397,418360961.82096183,-4083138.359486103
84,LayerZero,2025-07-17,157457826.51377296,174629381.83829626,332087208.35206926,-17171555.3245233
84,LayerZero,2025-07-18,249439281.73793268,263043733.64303815,512483015.38097084,-13604451.905105472
84,LayerZero,2025-07-19,211433253.03457475,194145074.88244218,405578327.9170169,17288178.15213257
84,LayerZero,2025-07-20,150000106.35229135,150719129.2308064,300719235.58309776,-719022.8785150647
84,LayerZero,2025-07-21,221177906.51451603,217126335.77171776,438304242.2862338,4051570.742798269
84,LayerZero,2025-07-22,248545711.23744914,219019835.90259257,467565547.1400417,29525875.33485657
84,LayerZero,2025-07-23,159027150.79327008,151696416.521838,310723567.31510806,7330734.271432072
84,LayerZero,2025-07-24,205278129.5399561,190111347.8536646,395389477.3936207,15166781.686291486
84,LayerZero,2025-07-25,210220472.07233605,180669570.4245859,390890042.49692196,29550901.64775014
84,LayerZero,2025-07-26,120565125.87236702,122800610.82629618,243365736.6986632,-2235484.953929156
84,LayerZero,2025-07-27,133381925.6414724,148975413.18512225,282357338.82659465,-15593487.543649852
84,LayerZero,2025-07-28,168568684.26705545,185216784.98319075,353785469.25024617,-16648100.716135293
84,LayerZero,2025-07-29,251578855.53043666,230466227.03574145,482045082.5661781,21112628.494695216
84,LayerZero,2025-07-30,353151560.7339446,322217003.6907434,675368564.424688,30934557.043201208
84,LayerZero,2025-07-31,222826482.97007415,235505985.72323406,458332468.69330823,-12679502.75315991
84,LayerZero,2025-08-01,197805205.64958256,169488224.85032445,367293430.499907,28316980.799258113
84,LayerZero,2025-08-02,124685609.41067518,125876842.01237218,250562451.42304736,-1191232.6016969979
84,LayerZero,2025-08-03,209882435.60206503,212934670.8402916,422817106.4423566,-3052235.2382265627
84,LayerZero,2025-08-04,349394631.46325487,281350359.1691751,630744990.63243,68044272.29407978
84,LayerZero,2025-08-05,165444110.56060067,140500990.91477424,305945101.47537494,24943119.64582643
84,LayerZero,2025-08-06,199271740.2397177,212920283.5175658,412192023.75728345,-13648543.277848095
84,LayerZero,2025-08-07,355484290.7829858,374719779.4355382,730204070.218524,-19235488.652552366
84,LayerZero,2025-08-08,356435726.15091115,361996283.97539407,718432010.1263052,-5560557.824482918
84,LayerZero,2025-08-09,220738351.15058625,220979899.6535626,441718250.80414885,-241548.50297635794
84,LayerZero,2025-08-10,245515132.5793878,246569047.55546212,492084180.1348499,-1053914.9760743082
84,LayerZero,2025-08-11,321657931.2227838,322731296.5600749,644389227.7828587,-1073365.3372911215
84,LayerZero,2025-08-12,273096065.9458237,271234413.44643027,544330479.392254,1861652.4993934631
84,LayerZero,2025-08-13,408926906.308387,407283956.33994985,816210862.6483369,1642949.9684371352
84,LayerZero,2025-08-14,1650554144.765414,489042149.579458,2139596294.344872,1161511995.185956
84,LayerZero,2025-08-15,280933241.08386123,281279522.5993468,562212763.683208,-346281.51548558474
84,LayerZero,2025-08-16,165061232.48013702,165732684.70597857,330793917.1861156,-671452.225841552
84,LayerZero,2025-08-17,179793930.69450653,181724982.85660183,361518913.55110836,-1931052.1620953083
84,LayerZero,2025-08-18,269692331.93933886,270463145.65059114,540155477.58993,-770813.7112522721
84,LayerZero,2025-08-19,437734564.8176174,442026215.107343,879760779.9249604,-4291650.289725602
84,LayerZero,2025-08-20,587749540.5819039,588050350.0422041,1175799890.624108,-300809.46030020714
84,LayerZero,2025-08-21,302416973.5928541,303200823.09848523,605617796.6913393,-783849.5056311488
84,LayerZero,2025-08-22,322166329.15885484,322771307.84398264,644937637.0028374,-604978.6851277947
84,LayerZero,2025-08-23,312393907.0693702,312656520.01320946,625050427.0825796,-262612.943839252
84,LayerZero,2025-08-24,195931147.36282668,196193588.0439271,392124735.4067538,-262440.6811004281
84,LayerZero,2025-08-25,270627000.4539408,287670805.02415353,558297805.4780943,-17043804.57021272
84,LayerZero,2025-08-26,200544807.81676638,201966854.4215442,402511662.2383106,-1422046.604777813
84,LayerZero,2025-08-27,358847124.0155007,378415085.61820734,737262209.633708,-19567961.60270661
84,LayerZero,2025-08-28,256984424.61533907,256606481.5006638,513590906.11600286,377943.11467528343
84,LayerZero,2025-08-29,334785486.9973532,333879802.26121473,668665289.2585679,905684.736138463
84,LayerZero,2025-08-30,227979291.78919238,227902493.3486266,455881785.137819,76798.4405657649
84,LayerZero,2025-08-31,194502558.5522596,195627247.38018408,390129805.9324437,-1124688.82792449
84,LayerZero,2025-09-01,279367093.2064171,281849645.5322579,561216738.738675,-2482552.325840831
84,LayerZero,2025-09-02,265996621.0122786,264982458.55545524,530979079.5677338,1014162.456823349
84,LayerZero,2025-09-03,356053067.0827366,360434775.12487364,716487842.2076102,-4381708.042137027
84,LayerZero,2025-09-04,272925465.4603484,275109379.9699137,548034845.4302621,-2183914.509565294
84,LayerZero,2025-09-05,409541751.22497517,367070626.04488474,776612377.2698599,42471125.18009043
84,LayerZero,2025-09-06,163187781.60538644,164306432.66447175,327494214.2698582,-1118651.0590853095
84,LayerZero,2025-09-07,148956552.31704956,149906507.2273855,298863059.544435,-949954.9103359282
84,LayerZero,2025-09-08,28704143.2479597,28423797.943840917,57127941.19180062,280345.3041187823
84,LayerZero,2025-09-09,478339380.44900125,481419149.9515522,959758530.4005535,-3079769.5025509596
84,LayerZero,2025-09-10,485071627.7064702,474321455.7375004,959393083.4439707,10750171.968969762
84,LayerZero,2025-09-11,255463322.4692301,257095435.581838,512558758.05106807,-1632113.1126079261
84,LayerZero,2025-09-12,287580895.6956059,292770516.0181713,580351411.7137772,-5189620.322565436
84,LayerZero,2025-09-13,309231726.14040065,308828530.33737546,618060256.477776,403195.80302518606
84,LayerZero,2025-09-14,322193978.51598454,321559611.4003378,643753589.9163224,634367.1156467199
84,LayerZero,2025-09-15,334870061.689634,339335585.8908099,674205647.5804439,-4465524.2011758685
84,LayerZero,2025-09-16,297592742.70718205,299722794.35214967,597315537.0593317,-2130051.6449676156
84,LayerZero,2025-09-17,372196030.30109656,371817097.2921517,744013127.5932482,378933.00894486904
84,LayerZero,2025-09-18,323862863.5801786,323151114.99404335,647013978.574222,711748.5861352682
84,LayerZero,2025-09-19,386042629.8945695,386067737.103195,772110366.9977646,-25107.208625495434
84,LayerZero,2025-09-20,246861930.44018435,272004716.55991817,518866647.0001025,-25142786.11973381
84,LayerZero,2025-09-21,226914318.58713412,227369877.71311167,454284196.30024576,-455559.125977546
84,LayerZero,2025-09-22,326912243.41524637,332764303.1464767,659676546.561723,-5852059.731230319
84,LayerZero,2025-09-23,1670421122.931612,582908715.290683,2253329838.222295,1087512407.640929
84,LayerZero,2025-09-24,1493703465.2029645,397124143.047345,1890827608.2503095,1096579322.1556196
84,LayerZero,2025-09-25,3791297900.818299,1087972208.4914112,4879270109.30971,2703325692.3268876
84,LayerZero,2025-09-26,3094948151.8933034,1242704334.2591543,4337652486.152458,1852243817.634149
84,LayerZero,2025-09-27,139934568.46764836,56405733.0373016,196340301.50494996,83528835.43034676
84,LayerZero,2025-09-28,11184.56986678,11184.56986678,22369.13973356,0.0
84,LayerZero,2025-09-29,186637.79898848938,145938.9788319184,332576.77782040776,40698.82015657099
84,LayerZero,2025-09-30,1006490497.5273713,1137007658.239702,2143498155.7670732,-130517160.7123307
84,LayerZero,2025-10-01,1008913578.6084906,1088239121.988584,2097152700.5970745,-79325543.38009346
84,LayerZero,2025-10-02,58318742.36917719,81212110.13607761,139530852.5052548,-22893367.76690042
84,LayerZero,2025-10-05,231479.92811699654,158785.04653825553,390264.97465525207,72694.88157874101
84,LayerZero,2025-10-06,260782001.51782158,264429891.03222373,525211892.5500453,-3647889.514402151
84,LayerZero,2025-10-07,566878297.2569864,379508363.868026,946386661.1250124,187369933.38896036
84,LayerZero,2025-10-08,1439766515.3438604,438130131.67715377,1877896647.0210142,1001636383.6667066
84,LayerZero,2025-10-09,675853139.1078881,1600730634.6080797,2276583773.7159677,-924877495.5001916
84,LayerZero,2025-10-10,1119274102.1021254,641950254.8100802,1761224356.9122057,477323847.29204524
84,LayerZero,2025-10-11,2136471202.2352564,1867694575.7996848,4004165778.034941,268776626.4355717
84,LayerZero,2025-10-12,324074947.12391806,377235488.51448417,701310435.6384022,-53160541.39056611
84,LayerZero,2025-10-13,347450354.37517345,388007929.49144584,735458283.8666193,-40557575.11627239
84,LayerZero,2025-10-14,461763582.3214311,536293333.1118765,998056915.4333076,-74529750.79044539
84,LayerZero,2025-10-15,379655392.05092955,380965320.99704224,760620713.0479717,-1309928.9461126924
84,LayerZero,2025-10-16,610925140.4619389,587548328.441497,1198473468.9034357,23376812.02044189
84,LayerZero,2025-10-17,525720265.6751532,530712424.1697958,1056432689.844949,-4992158.494642615
84,LayerZero,2025-10-18,142926315.90625486,180109528.59325826,323035844.49951315,-37183212.687003404
84,LayerZero,2025-10-19,234548704.46557403,239707031.6695997,474255736.13517374,-5158327.204025686
84,LayerZero,2025-10-20,396791937.6908921,392778040.66731083,789569978.3582029,4013897.0235812664
84,LayerZero,2025-10-21,401223408.1091956,1163148185.2628264,1564371593.3720222,-761924777.1536309
84,LayerZero,2025-10-22,381201791.7621007,370109456.7577417,751311248.5198424,11092335.004359007
84,LayerZero,2025-10-23,449170507.35367423,622754946.0375134,1071925453.3911877,-173584438.68383914
84,LayerZero,2025-10-24,338830426.7574719,331225694.5901963,670056121.3476682,7604732.167275608
84,LayerZero,2025-10-25,146470810.7199131,112173814.60942514,258644625.32933825,34296996.11048795
84,LayerZero,2025-10-26,191863965.6014931,130555901.14829603,322419866.7497891,61308064.45319706
84,LayerZero,2025-10-27,530471121.34668267,348757083.368352,879228204.7150347,181714037.97833067
84,LayerZero,2025-10-28,432044567.8237832,984711797.0638251,1416756364.8876083,-552667229.240042
84,LayerZero,2025-10-29,519289774.253532,636283474.1309263,1155573248.3844583,-116993699.87739426
84,LayerZero,2025-10-30,397716610.83690435,989517750.3835996,1387234361.220504,-591801139.5466952
84,LayerZero,2025-10-31,395321714.06933427,1475294403.5678954,1870616117.6372297,-1079972689.4985611
84,LayerZero,2025-11-01,177315980.37676847,258576400.9806695,435892381.35743797,-81260420.60390103
84,LayerZero,2025-11-02,78962843.38850361,74768242.70742117,153731086.0959248,4194600.681082442
92,USDT0,2025-06-04,19592499.33257195,14484770.854039097,34077270.18661105,5107728.478532853
92,USDT0,2025-06-05,78920967.53668904,77493011.41673227,156413978.9534213,1427956.1199567765
92,USDT0,2025-06-06,87618729.68102048,89391280.77878562,177010010.45980608,-1772551.0977651328
92,USDT0,2025-06-07,40248886.6161094,39403600.820822746,79652487.43693215,845285.7952866554
92,USDT0,2025-06-08,31423992.998500474,32312151.06696064,63736144.065461114,-888158.0684601665
92,USDT0,2025-06-09,59426236.50654255,56707892.14287244,116134128.64941499,2718344.3636701107
92,USDT0,2025-06-10,103473295.95645209,104027549.71150684,207500845.66795892,-554253.755054757
92,USDT0,2025-06-11,63905983.236595646,64189915.71232592,128095898.94892156,-283932.4757302776
92,USDT0,2025-06-12,77619316.63809073,77356356.64239405,154975673.2804848,262959.99569667876
92,USDT0,2025-06-13,56395924.68725273,55955713.77981239,112351638.46706513,440210.907440342
92,USDT0,2025-06-14,46969097.179057926,48885743.67013729,95854840.84919521,-1916646.4910793677
92,USDT0,2025-06-15,25572982.894051187,25504608.641605422,51077591.53565661,68374.25244576484
92,USDT0,2025-06-16,91574374.12008171,91297797.87919925,182872171.99928096,276576.2408824563
92,USDT0,2025-06-17,54887120.696165636,51975796.11599019,106862916.81215583,2911324.5801754445
92,USDT0,2025-06-18,48607309.43057613,50189118.78979987,98796428.220376,-1581809.3592237383
92,USDT0,2025-06-19,32096347.86208007,34432296.70303835,66528644.56511842,-2335948.8409582786
92,USDT0,2025-06-20,241862931.3174941,238944932.1475476,480807863.4650417,2917999.1699464917
92,USDT0,2025-06-21,44874372.716789395,44537291.10014606,89411663.81693545,337081.61664333194
92,USDT0,2025-06-22,34930964.548814334,35314809.07271501,70245773.62152934,-383844.5239006728
92,USDT0,2025-06-23,56749455.09354,56888173.09960609,113637628.19314608,-138718.00606609136
