month,bridgeId,bridgeName,depositUSD,withdrawUSD,totalUSD,netUSD
2024-07,15,Core Bitcoin Bridge,22111556.09497497,116851499.89321624,138963055.98819122,-94739943.79824126
2024-08,15,Core Bitcoin Bridge,26867920.61251185,47610644.51237404,74478565.12488589,-20742723.899862193
2024-09,15,Core Bitcoin Bridge,29222721.04905601,41722803.8693459,70945524.91840191,-12500082.820289891
2024-10,15,Core Bitcoin Bridge,61352415.63322573,69409640.5703497,130762056.20357543,-8057224.937123969
2024-11,15,Core Bitcoin Bridge,130168670.3948438,116111413.6205962,246280084.01544002,14057256.774247613
2024-12,15,Core Bitcoin Bridge,102094969.35360643,94606858.73928583,196701828.09289226,7488110.614320604
2025-01,15,Core Bitcoin Bridge,94774532.89950068,64467851.52321128,159242384.42271197,30306681.376289397
2025-02,15,Core Bitcoin Bridge,94658097.14098123,90547797.19539557,185205894.3363768,4110299.945585658
2025-03,15,Core Bitcoin Bridge,94408113.34395961,89819243.7159106,184227357.0598702,4588869.628049029
2025-04,15,Core Bitcoin Bridge,60455850.0464254,62998831.73017305,123454681.77659845,-2542981.6837476506
2025-05,15,Core Bitcoin Bridge,112465124.15142922,92083259.67329165,204548383.82472086,20381864.47813757
2025-06,15,Core Bitcoin Bridge,112700805.76965876,93488536.4793042,206189342.24896297,19212269.290354557
2025-07,15,Core Bitcoin Bridge,44489730.08581759,57335795.42562832,101825525.51144591,-12846065.339810729
2025-08,15,Core Bitcoin Bridge,36451298.158797696,48871214.84416001,85322513.0029577,-12419916.685362311
2025-09,15,Core Bitcoin Bridge,110243027.48750044,73471954.72287609,183714982.21037653,36771072.76462436
2022-11,16,Gnosis Bridge,18419954.923158742,50485555.00525158,68905509.92841032,-32065600.08209284
2022-12,16,Gnosis Bridge,7379999.883204187,18939072.23789124,26319072.121095426,-11559072.354687052
2023-01,16,Gnosis Bridge,7892728.262162098,6513124.281165157,14405852.543327255,1379603.9809969405
2023-02,16,Gnosis Bridge,14428585.34305607,13942013.421537284,28370598.764593355,486571.9215187873
2023-03,16,Gnosis Bridge,37701421.26585992,36744559.83441196,74445981.10027187,956861.4314479579
2023-04,16,Gnosis Bridge,30366301.889537573,31572618.560768638,61938920.450306214,-1206316.671231066
2023-05,16,Gnosis Bridge,99294169.97387971,102385240.45882796,201679410.43270767,-3091070.48494824
2023-06,16,Gnosis Bridge,46527374.16744735,48750774.91704952,95278149.08449687,-2223400.749602171
2023-07,16,Gnosis Bridge,45811849.52936227,40260592.21407338,86072441.74343565,5551257.315288885
2023-08,16,Gnosis Bridge,44617504.41218688,20897165.13638153,65514669.54856841,23720339.275805354
2023-09,16,Gnosis Bridge,46916081.362642944,35674695.418062165,82590776.78070511,11241385.944580784
2023-10,16,Gnosis Bridge,152836860.18304387,99462939.08791606,252299799.2709599,53373921.09512779
2023-11,16,Gnosis Bridge,115886205.18353936,62601304.84705418,178487510.03059354,53284900.336485185
2023-12,16,Gnosis Bridge,40906207.74478379,45021660.48305033,85927868.22783412,-4115452.7382665407
2024-01,16,Gnosis Bridge,39100520.19968055,42178753.19968054,81279273.39936109,-3078232.9999999893
2024-02,16,Gnosis Bridge,85766628.72419311,66567432.63390395,152334061.35809708,19199196.090289153
2024-03,16,Gnosis Bridge,147285284.8040852,168558163.4735696,315843448.2776548,-21272878.669484414
2024-04,16,Gnosis Bridge,168144922.88720548,146927622.6177789,315072545.5049844,21217300.269426577
2024-05,16,Gnosis Bridge,80924726.38476774,81804840.28453782,162729566.66930556,-880113.8997700849
2024-06,16,Gnosis Bridge,61261894.794940844,60067892.870292805,121329787.66523364,1194001.9246480349
2024-07,16,Gnosis Bridge,93995844.73148388,93295363.5153735,187291208.24685735,700481.2161103797
2024-08,16,Gnosis Bridge,103142509.18597619,102754468.270386,205896977.4563622,388040.91559019755
2024-09,16,Gnosis Bridge,94434617.89991067,95946306.61238717,190380924.51229784,-1511688.7124764987
2024-10,16,Gnosis Bridge,115184319.03648342,115000013.35581346,230184332.39229688,184305.6806699672
2024-11,16,Gnosis Bridge,186599556.77348453,187867261.8914038,374466818.6648883,-1267705.1179192523
2024-12,16,Gnosis Bridge,199326137.02640855,195126306.96562743,394452443.992036,4199830.060781119
2025-01,16,Gnosis Bridge,198747035.95693058,200627562.61530203,399374598.5722326,-1880526.6583714676
2025-02,16,Gnosis Bridge,226733985.0349616,223831713.20156792,450565698.2365295,2902271.833393685
2025-03,16,Gnosis Bridge,233054501.63764995,231719922.45661747,464774424.0942674,1334579.181032488
2025-04,16,Gnosis Bridge,166560530.92416477,176003877.6521407,342564408.5763055,-9443346.72797595
2025-05,16,Gnosis Bridge,110730313.79724376,130729412.95675215,241459726.7539959,-19999099.159508396
2025-06,16,Gnosis Bridge,71769138.47555675,90009428.04833962,161778566.52389637,-18240289.572782878
2025-07,16,Gnosis Bridge,138455625.4964894,158934585.8307486,297390211.327238,-20478960.33425919
2025-08,16,Gnosis Bridge,90117527.64624949,99389693.61433469,189507221.26058418,-9272165.968085203
2025-09,16,Gnosis Bridge,180325001.91722986,205243730.8800995,385568732.79732937,-24918728.96286963
2022-11,17,Axelar,1182808.4852521596,927206.0996306108,2110014.5848827707,255602.38562154892
2025-03,17,Axelar,68670219.37033297,83634303.88139582,152304523.2517288,-14964084.511062847
2025-04,17,Axelar,31361142.944505528,27545287.474653896,58906430.41915942,3815855.4698516317
2025-05,17,Axelar,172968599.99722108,129167630.2620339,302136230.259255,43800969.73518718
2025-06,17,Axelar,123135604.31463768,118301327.33879824,241436931.65343595,4834276.975839431
2025-07,17,Axelar,242967420.0321037,120237158.85854717,363204578.89065087,122730261.17355652
2025-08,17,Axelar,87132882.11275046,114879303.9823507,202012186.09510115,-27746421.869600248
2025-09,17,Axelar,111776868.55321155,128211112.99125253,239987981.54446408,-16434244.438040974
2022-11,18,Rainbow Bridge,18011269.75521546,66139900.96979239,84151170.72500785,-48128631.21457693
2022-12,18,Rainbow Bridge,22701368.328562476,28784242.228137955,51485610.55670043,-6082873.8995754775
2023-01,18,Rainbow Bridge,5668393.061189168,13521246.358793557,19189639.419982724,-7852853.2976043895
2023-02,18,Rainbow Bridge,5608263.8428581795,12117815.718012914,17726079.560871094,-6509551.875154735
2023-03,18,Rainbow Bridge,18223725.34679948,50412392.910441585,68636118.25724107,-32188667.5636421
2023-04,18,Rainbow Bridge,4401881.545482376,8749808.689731728,13151690.235214103,-4347927.144249353
2023-05,18,Rainbow Bridge,3260084.1670558774,4598860.308620795,7858944.4756766725,-1338776.141564918
2023-06,18,Rainbow Bridge,8756997.312766379,7845009.992459383,16602007.305225762,911987.3203069961
2023-07,18,Rainbow Bridge,1332811.5488046885,8304623.190213969,9637434.739018658,-6971811.641409281
2023-08,18,Rainbow Bridge,2704380.120124146,18864193.722914085,21568573.84303823,-16159813.602789937
2023-09,18,Rainbow Bridge,1582676.9266793674,9878151.069010252,11460827.99568962,-8295474.142330884
2023-10,18,Rainbow Bridge,10604318.346339881,13040819.030721914,23645137.377061795,-2436500.684382032
2023-11,18,Rainbow Bridge,1984339.4013127245,8888001.70704415,10872341.108356874,-6903662.305731426
2023-12,18,Rainbow Bridge,5755422.144906258,14921770.030830046,20677192.175736304,-9166347.885923788
2024-01,18,Rainbow Bridge,1357502.2922369612,5196675.650449439,6554177.9426864,-3839173.358212478
2024-02,18,Rainbow Bridge,1021727.4259494896,4371474.051007379,5393201.476956869,-3349746.625057889
2024-03,18,Rainbow Bridge,12043450.549096351,5718129.989665924,17761580.538762275,6325320.559430428
2024-04,18,Rainbow Bridge,1846977.9752952806,3479212.7092445455,5326190.684539827,-1632234.733949265
2024-05,18,Rainbow Bridge,2965268.9047394674,5938331.17960066,8903600.084340127,-2973062.2748611923
2024-06,18,Rainbow Bridge,2610138.62273552,4801117.716418219,7411256.339153739,-2190979.093682699
2024-07,18,Rainbow Bridge,4044323.717149942,3686309.2512273,7730632.968377242,358014.46592264203
2024-08,18,Rainbow Bridge,2791320.829688232,6844740.933958329,9636061.76364656,-4053420.1042700964
2024-09,18,Rainbow Bridge,2003306.3873054385,1502383.9329496594,3505690.320255098,500922.4543557792
2024-10,18,Rainbow Bridge,1976874.956984454,4840203.086017899,6817078.043002353,-2863328.129033445
2024-11,18,Rainbow Bridge,2532328.0852399343,4194240.435300303,6726568.520540237,-1661912.3500603687
2024-12,18,Rainbow Bridge,2742906.9736306467,5549048.561604244,8291955.53523489,-2806141.587973597
2025-01,18,Rainbow Bridge,258723.18946724664,2633875.4493740834,2892598.6388413305,-2375152.259906837
2025-02,18,Rainbow Bridge,774148.5984717137,1728439.4126771435,2502588.011148857,-954290.8142054295
2025-03,18,Rainbow Bridge,688106.706563494,1430793.32690388,2118900.0334673743,-742686.620340386
2025-04,18,Rainbow Bridge,171194.29865699055,118522.84439853005,289717.1430555206,52671.45425846048
2025-05,18,Rainbow Bridge,0.0,47913.90682566,47913.90682566,-47913.90682566
2025-06,18,Rainbow Bridge,0.0,80.44754885753301,80.44754885753301,-80.44754885753301
2025-07,18,Rainbow Bridge,0.0,16.625843023836,16.625843023836,-16.625843023836
2025-08,18,Rainbow Bridge,0.0,14.7976,14.7976,-14.7976
2022-11,19,Across,199477305.1945581,197441617.78817746,396918922.9827356,2035687.4063806825
2022-12,19,Across,90280081.52606428,90447104.16911104,180727185.69517532,-167022.64304676128
2023-01,19,Across,47936569.62905538,48096701.63316366,96033271.26221904,-160132.00410827782
2023-02,19,Across,102994875.321612,103402788.65713245,206397663.97874445,-407913.33552045096
2023-03,19,Across,166585913.8061841,164795571.8322388,331381485.6384229,1790341.9739453197
2023-04,19,Across,113217972.26335458,113500898.52854362,226718870.7918982,-282926.26518902555
2023-05,19,Across,7175704.428374991,7174396.364238411,14350100.792613402,1308.0641365796328
2023-06,19,Across,130385945.25951475,130987367.33730336,261373312.5968181,-601422.0777886035
2023-07,19,Across,179605077.34537366,180191501.9423612,359796579.28773487,-586424.5969875287
2023-08,19,Across,257364719.07474574,257121506.3924575,514486225.4672032,243212.6822882723
2023-09,19,Across,306594756.3136339,304974388.8275175,611569145.1411514,1620367.4861164321
2023-10,19,Across,367189244.43348974,354100395.7777564,721289640.2112461,13088848.655733354
2023-11,19,Across,445116564.24633825,443886683.3291282,889003247.5754664,1229880.9172100518
2023-12,19,Across,605136371.562849,603780152.8538464,1208916524.4166956,1356218.7090025395
2024-01,19,Across,546827036.4077358,540796274.4535818,1087623310.8613176,6030761.954154013
2024-02,19,Across,769300202.0218529,760911821.6301979,1530212023.6520507,8388380.391655013
2024-03,19,Across,1090095265.9853232,1049050607.3751615,2139145873.3604846,41044658.6101616
2024-04,19,Across,857330280.5189365,864492259.9558985,1721822540.474835,-7161979.436962016
2024-05,19,Across,1021284373.533458,1006708560.8551556,2027992934.3886135,14575812.678302374
2024-06,19,Across,1065670428.0081933,1062645043.4580084,2128315471.4662018,3025384.550184861
2024-07,19,Across,787341934.6069357,815982824.930841,1603324759.5377767,-28640890.32390528
2024-08,19,Across,740736672.006048,738055269.3320082,1478791941.3380563,2681402.674039755
2024-09,19,Across,629982229.02745,626378750.7361563,1256360979.7636063,3603478.2912936844
2024-10,19,Across,892011572.9291849,893334501.4150782,1785346074.344263,-1322928.485893296
2024-11,19,Across,1483052375.4052808,1476764507.9765072,2959816883.3817883,6287867.428773608
2024-12,19,Across,2013560274.0554018,1990591792.077659,4004152066.1330605,22968481.977742895
2025-01,19,Across,1638457258.2990117,1628043045.052465,3266500303.3514767,10414213.246546619
2025-02,19,Across,862348583.320882,880127299.5096928,1742475882.8305748,-17778716.188810945
2025-03,19,Across,696886928.2606091,721378624.8193935,1418265553.0800028,-24491696.558784373
2025-04,19,Across,907437000.5359235,905675919.231869,1813112919.7677925,1761081.3040546142
2025-05,19,Across,1300430475.8701186,1287175920.736427,2587606396.6065454,13254555.133691467
2025-06,19,Across,1027333628.316873,1018370058.4422513,2045703686.7591243,8963569.874621598
2025-07,19,Across,1408363414.7278519,1388035270.376335,2796398685.1041865,20328144.35151679
2025-08,19,Across,1270264683.4143353,1284215419.463305,2554480102.8776407,-13950736.04896977
2025-09,19,Across,1221251194.9452744,1229602711.9010637,2450853906.846338,-8351516.9557891525
2023-11,20,deBridge,5634021.040305341,2972200.742755591,8606221.78306093,2661820.2975497497
2023-12,20,deBridge,103546238.88780783,31954339.523399193,135500578.41120702,71591899.36440864
2024-01,20,deBridge,52559083.1257749,51255603.14667872,103814686.27245362,1303479.9790961728
2024-02,20,deBridge,133906822.30420396,139136189.5871327,273043011.8913367,-5229367.282928718
2024-03,20,deBridge,313017785.5582058,283993062.6824829,597010848.2406887,29024722.875722885
2024-04,20,deBridge,541313844.8374138,537672828.5904746,1078986673.4278884,3641016.2469391637
2024-05,20,deBridge,479865059.5865619,458390158.3062844,938255217.8928463,21474901.280277498
2024-06,20,deBridge,389674745.0745291,358398277.6333676,748073022.7078967,31276467.441161484
2024-07,20,deBridge,370514426.7560542,354259469.1206595,724773895.8767136,16254957.63539475
2024-08,20,deBridge,326600042.6558161,321684300.2888334,648284342.9446495,4915742.366982693
2024-09,20,deBridge,217593722.81278747,215307087.43289718,432900810.2456846,2286635.37989028
2024-10,20,deBridge,436332791.7796736,436294573.8274412,872627365.6071148,38217.95223232079
2024-11,20,deBridge,696034998.273738,695002734.8356491,1391037733.1093872,1032263.4380888827
2024-12,20,deBridge,1155426014.7752252,1149315843.8075213,2304741858.5827465,6110170.9677038845
2025-01,20,deBridge,1615862542.0552025,1540831490.3063297,3156694032.3615327,75031051.74887273
2025-02,20,deBridge,1087603694.7117,1078374729.1279144,2165978423.8396144,9228965.583785465
2025-03,20,deBridge,704920171.1552621,694374841.3538291,1399295012.5090911,10545329.801432943
2025-04,20,deBridge,528327666.51047724,523550152.8023544,1051877819.3128316,4777513.7081228215
2025-05,20,deBridge,826583207.2033417,808715533.8806317,1635298741.0839734,17867673.32271012
2025-06,20,deBridge,680518496.4915894,670167776.0158474,1350686272.507437,10350720.475741932
2025-07,20,deBridge,824535249.4328716,835162281.1530578,1659697530.5859294,-10627031.72018623
2025-08,20,deBridge,673779463.484436,667421977.7455075,1341201441.2299435,6357485.738928574
2025-09,20,deBridge,1315771442.2681835,1300810543.8812346,2616581986.149418,14960898.386948751
2022-11,22,Allbridge Classic,340888.72250599565,343145.2696829721,684033.9921889678,-2256.5471769764517
2022-12,22,Allbridge Classic,1947212.766149796,2146016.224759245,4093228.990909041,-198803.4586094487
2023-01,22,Allbridge Classic,1939216.3867248646,2254260.055297087,4193476.4420219515,-315043.66857222235
2023-02,22,Allbridge Classic,1862675.758358812,2054733.6043544891,3917409.362713301,-192057.84599567717
2023-03,22,Allbridge Classic,4055369.4786953796,3746004.5527904266,7801374.031485806,309364.9259049531
2023-04,22,Allbridge Classic,33853.72084999,278869.263576543,312722.984426533,-245015.542726553
2023-05,22,Allbridge Classic,9095.159374245186,8532.122047546307,17627.281421791493,563.037326698879
2023-06,22,Allbridge Classic,535866.2212852252,599135.1387074685,1135001.3599926939,-63268.91742224329
2023-07,22,Allbridge Classic,574984.3741645635,821070.0292239784,1396054.403388542,-246085.65505941492
2023-08,22,Allbridge Classic,397576.2391680241,724681.7000445683,1122257.9392125923,-327105.4608765441
2023-09,22,Allbridge Classic,289578.88773346494,460186.1047260842,749764.9924595491,-170607.21699261927
2023-10,22,Allbridge Classic,451697.57207722665,625026.7749628196,1076724.3470400462,-173329.20288559303
2023-11,22,Allbridge Classic,1342807.7912083948,1696929.7392550795,3039737.5304634743,-354121.94804668473
2023-12,22,Allbridge Classic,2804243.959489739,3325540.2551103155,6129784.214600055,-521296.29562057654
2024-01,22,Allbridge Classic,458731.35867010546,1184818.2959348105,1643549.654604916,-726086.9372647051
2024-02,22,Allbridge Classic,581341.7837140885,531161.833700705,1112503.6174147935,50179.95001338351
2024-03,22,Allbridge Classic,2101212.7813275624,1439275.1325222696,3540487.913849832,661937.6488052927
2024-04,22,Allbridge Classic,1149686.790762938,2540532.6857257555,3690219.4764886936,-1390845.8949628174
2024-05,22,Allbridge Classic,1041175.9341844395,1618932.0505897168,2660107.9847741565,-577756.1164052773
2024-06,22,Allbridge Classic,1037512.0299779606,1109549.7059147847,2147061.735892745,-72037.67593682403
2024-07,22,Allbridge Classic,329347.76241329213,627042.4976971017,956390.2601103939,-297694.7352838096
2024-08,22,Allbridge Classic,438118.8530690546,589849.0295223012,1027967.8825913557,-151730.17645324662
2024-09,22,Allbridge Classic,393601.229318491,326951.58592312573,720552.8152416168,66649.64339536529
2024-10,22,Allbridge Classic,875442.561374423,878103.3183840304,1753545.8797584532,-2660.757009607427
2024-11,22,Allbridge Classic,886291.3926361501,1061149.321967018,1947440.7146031682,-174857.9293308678
2024-12,22,Allbridge Classic,506115.86264066404,2062386.9698179734,2568502.832458637,-1556271.1071773092
2025-01,22,Allbridge Classic,1691730.1552177223,1668324.195360243,3360054.3505779654,23405.959857479334
2025-02,22,Allbridge Classic,1908273.3351104413,1645609.9400438988,3553883.27515434,262663.39506654243
2025-03,22,Allbridge Classic,2738672.245746262,1232695.409695438,3971367.6554417005,1505976.8360508238
2025-04,22,Allbridge Classic,3628983.2402844913,1332017.7108013881,4961000.9510858795,2296965.529483103
2025-05,22,Allbridge Classic,17330751.468885425,1712137.1702703792,19042888.639155805,15618614.298615048
2025-06,22,Allbridge Classic,2754275.9405985298,2717620.6877735876,5471896.628372118,36655.25282494181
2025-07,22,Allbridge Classic,359226.24602013605,618987.115929027,978213.361949163,-259760.8699088909
2025-08,22,Allbridge Classic,1064017.4198126043,3051719.0251580705,4115736.444970675,-1987701.6053454662
2025-09,22,Allbridge Classic,83575.65892263294,1555256.2702850555,1638831.9292076882,-1471680.6113624224
2023-03,23,Polygon zkEVM Bridge,2073019.4857462076,272563.93238199153,2345583.418128199,1800455.5533642161
2023-04,23,Polygon zkEVM Bridge,8913574.159212919,5107800.290699783,14021374.4499127,3805773.868513137
2023-05,23,Polygon zkEVM Bridge,20771808.84712747,4047476.237927337,24819285.085054807,16724332.609200135
2023-06,23,Polygon zkEVM Bridge,40572071.623196684,21049625.41029505,61621697.03349173,19522446.21290163
2023-07,23,Polygon zkEVM Bridge,32161787.713925403,15613018.912982497,47774806.6269079,16548768.800942905
2023-08,23,Polygon zkEVM Bridge,13100144.392623277,18846932.21330284,31947076.605926115,-5746787.820679562
2023-09,23,Polygon zkEVM Bridge,17226324.98680752,13821879.78699392,31048204.773801442,3404445.1998136006
2023-10,23,Polygon zkEVM Bridge,29319559.897993878,13068281.459817845,42387841.35781172,16251278.438176032
2023-11,23,Polygon zkEVM Bridge,39662567.00757928,11351611.793755153,51014178.80133443,28310955.21382413
2023-12,23,Polygon zkEVM Bridge,9881221.029741248,13319707.335982604,23200928.365723852,-3438486.3062413554
2024-01,23,Polygon zkEVM Bridge,40152906.99925223,34382618.9372094,74535525.93646163,5770288.062042829
2024-02,23,Polygon zkEVM Bridge,18849732.862602968,3468083.686192248,22317816.548795216,15381649.17641072
2024-03,23,Polygon zkEVM Bridge,13259560.097135533,0.0,13259560.097135533,13259560.097135533
2024-04,23,Polygon zkEVM Bridge,57466597.67875756,0.0,57466597.67875756,57466597.67875756
2024-05,23,Polygon zkEVM Bridge,16207507.137168024,0.0,16207507.137168024,16207507.137168024
2024-06,23,Polygon zkEVM Bridge,66031776.54523766,0.0,66031776.54523766,66031776.54523766
2024-07,23,Polygon zkEVM Bridge,49037558.295519926,0.0,49037558.295519926,49037558.295519926
2024-08,23,Polygon zkEVM Bridge,10593303.779347125,0.0,10593303.779347125,10593303.779347125
2024-09,23,Polygon zkEVM Bridge,15039335.876110207,0.0,15039335.876110207,15039335.876110207
2024-10,23,Polygon zkEVM Bridge,24660960.096696712,0.0,24660960.096696712,24660960.096696712
2024-11,23,Polygon zkEVM Bridge,28169484.19168247,0.0,28169484.19168247,28169484.19168247
2024-12,23,Polygon zkEVM Bridge,34323843.48466903,0.0,34323843.48466903,34323843.48466903
2025-01,23,Polygon zkEVM Bridge,13033956.972301386,0.0,13033956.972301386,13033956.972301386
2025-02,23,Polygon zkEVM Bridge,9606072.265245883,0.0,9606072.265245883,9606072.265245883
2025-03,23,Polygon zkEVM Bridge,4831413.785040303,0.0,4831413.785040303,4831413.785040303
2025-04,23,Polygon zkEVM Bridge,26361986.44674133,0.0,26361986.44674133,26361986.44674133
2025-05,23,Polygon zkEVM Bridge,5647512.092395331,0.0,5647512.092395331,5647512.092395331
2025-06,23,Polygon zkEVM Bridge,5900462.781780344,0.0,5900462.781780344,5900462.781780344
2025-07,23,Polygon zkEVM Bridge,153154728.01220787,0.0,153154728.01220787,153154728.01220787
2025-08,23,Polygon zkEVM Bridge,133222589.9193012,0.0,133222589.9193012,133222589.9193012
2025-09,23,Polygon zkEVM Bridge,36049712.23624456,0.0,36049712.23624456,36049712.23624456
2024-05,24,IBC,294346173.5572495,233231273.80813092,527577447.3653804,61114899.7491186
2024-06,24,IBC,590474594.8397319,474945073.43196577,1065419668.2716978,115529521.40776622
2024-07,24,IBC,842929576.9587069,672407381.709331,1515336958.668038,170522195.24937576
2024-08,24,IBC,971435788.0411856,743491994.9495207,1714927782.9907064,227943793.09166485
2024-09,24,IBC,831194832.1793972,738942742.4494121,1570137574.6288092,92252089.72998516
2024-10,24,IBC,834634087.5941845,782844251.9302114,1617478339.524396,51789835.66397309
2024-11,24,IBC,1300239485.9784431,1304578987.146206,2604818473.124649,-4339501.167762725
2024-12,24,IBC,1556683384.3934639,1469189105.3508444,3025872489.7443085,87494279.04261953
2025-01,24,IBC,1064745925.2942792,1084120101.9353354,2148866027.2296147,-19374176.64105618
2025-02,24,IBC,835235980.2806455,861683020.8960133,1696919001.1766589,-26447040.615367774
2025-03,24,IBC,867922857.3325453,878963542.1860383,1746886399.5185835,-11040684.853492975
2025-04,24,IBC,924067436.2393138,895051605.0825839,1819119041.3218977,29015831.156729955
2025-05,24,IBC,1022362978.3842404,936372668.042706,1958735646.4269464,85990310.34153436
2025-06,24,IBC,645211288.5546333,595113456.2358979,1240324744.7905312,50097832.3187353
2025-07,24,IBC,931989360.247337,740212842.8124921,1672202203.059829,191776517.43484485
2025-08,24,IBC,554653794.0089905,493754868.88005894,1048408662.8890495,60898925.12893159
2025-09,24,IBC,334847957.28645843,339151474.73740786,673999432.0238663,-4303517.45094945
2023-06,26,ZKsync Era Bridge,335374384.6979629,148477023.4113566,483851408.1093195,186897361.2866063
2023-07,26,ZKsync Era Bridge,577151718.4867558,778115221.5977417,1355266940.0844977,-200963503.11098588
2023-08,26,ZKsync Era Bridge,529203229.6483673,515034532.62233835,1044237762.2707057,14168697.026028916
2023-09,26,ZKsync Era Bridge,684444051.1764265,605552305.3631917,1289996356.5396183,78891745.81323475
2023-10,26,ZKsync Era Bridge,553573403.2910638,553408352.8341044,1106981756.1251683,165050.45695936028
2023-11,26,ZKsync Era Bridge,508041269.37748736,504328849.36686134,1012370118.7443488,3712420.0106260283
2023-12,26,ZKsync Era Bridge,623428555.9073594,596950837.8955591,1220379393.8029184,26477718.011800244
2024-01,26,ZKsync Era Bridge,643172619.8203344,719815699.3016248,1362988319.1219592,-76643079.48129034
2024-02,26,ZKsync Era Bridge,820732310.1844941,724141407.3980167,1544873717.582511,96590902.78647746
2024-03,26,ZKsync Era Bridge,648857150.9290913,649959360.9857426,1298816511.9148338,-1102210.0566511787
2024-04,26,ZKsync Era Bridge,477100505.3965633,436601410.1328926,913701915.5294559,40499095.26367067
2024-05,26,ZKsync Era Bridge,252494943.4807741,329010709.63553876,581505653.1163129,-76515766.15476467
2024-06,26,ZKsync Era Bridge,95804163.22910611,225357148.69045284,321161311.91955894,-129552985.46134672
2024-07,26,ZKsync Era Bridge,5227955.853993474,0.0,5227955.853993474,5227955.853993474
2024-08,26,ZKsync Era Bridge,5524232.895896274,0.0,5524232.895896274,5524232.895896274
2024-09,26,ZKsync Era Bridge,16344891.920636117,0.0,16344891.920636117,16344891.920636117
2024-10,26,ZKsync Era Bridge,14020246.20085496,0.0,14020246.20085496,14020246.20085496
2024-11,26,ZKsync Era Bridge,24022864.239592914,0.0,24022864.239592914,24022864.239592914
2024-12,26,ZKsync Era Bridge,18886149.269430928,0.0,18886149.269430928,18886149.269430928
2025-01,26,ZKsync Era Bridge,37742864.29724943,0.0,37742864.29724943,37742864.29724943
2025-02,26,ZKsync Era Bridge,28626769.338935107,0.0,28626769.338935107,28626769.338935107
2025-03,26,ZKsync Era Bridge,8408158.793305697,0.0,8408158.793305697,8408158.793305697
2025-04,26,ZKsync Era Bridge,15973534.641618371,229977.999903,16203512.641521372,15743556.641715372
2025-05,26,ZKsync Era Bridge,5082332.074399049,583539.44933502,5665871.523734069,4498792.625064029
2025-06,26,ZKsync Era Bridge,7281528.490936256,190032.15174563,7471560.642681886,7091496.3391906265
2025-07,26,ZKsync Era Bridge,24901237.062811833,0.0,24901237.062811833,24901237.062811833
2025-08,26,ZKsync Era Bridge,26846776.04141559,330142.5932626928,27176918.63467828,26516633.4481529
2025-09,26,ZKsync Era Bridge,27488303.44058704,100061.79764,27588365.23822704,27388241.64294704
2023-06,27,Symbiosis,42795432.19144343,42073901.334245294,84869333.52568872,721530.8571981282
2023-07,27,Symbiosis,47395495.79105791,46828246.99695726,94223742.78801517,567248.794100649
2023-08,27,Symbiosis,40498269.803131536,40501111.8909945,80999381.69412602,-2842.087862959248
2023-09,27,Symbiosis,37881287.727969624,37581554.672695175,75462842.40066479,299733.05527444737
2023-10,27,Symbiosis,24408362.21345788,23417941.493423842,47826303.706881724,990420.7200340336
2023-11,27,Symbiosis,23709269.819507334,23600950.833609883,47310220.65311722,108318.98589745251
2023-12,27,Symbiosis,25521553.250034027,20234362.06704248,45755915.317076504,5287191.182991545
2024-01,27,Symbiosis,25107292.188053545,25103020.743998438,50210312.93205198,4271.444055106782
2024-02,27,Symbiosis,34592359.56621686,33728550.1053723,68320909.67158917,863809.4608445592
2024-03,27,Symbiosis,50698084.63468731,50097334.575139746,100795419.20982707,600750.0595475715
2024-04,27,Symbiosis,93050557.97027631,91794023.35570695,184844581.32598326,1256534.6145693706
2024-05,27,Symbiosis,150231539.2022436,144956363.14147732,295187902.3437209,5275176.060766288
2024-06,27,Symbiosis,164438822.03917232,163251222.8291398,327690044.8683121,1187599.2100325157
2024-07,27,Symbiosis,83148586.26185396,82620851.17825316,165769437.44010714,527735.0836008
2024-08,27,Symbiosis,98201598.15632665,96538077.69063105,194739675.84695768,1663520.465695594
2024-09,27,Symbiosis,52588783.393619314,51924089.995759904,104512873.38937922,664693.3978594166
2024-10,27,Symbiosis,43878178.506710485,43519740.64839872,87397919.15510921,358437.8583117641
2024-11,27,Symbiosis,52253045.714154474,53459717.65099409,105712763.36514857,-1206671.936839618
2024-12,27,Symbiosis,101082042.59745264,99947799.65566683,201029842.25311947,1134242.9417858024
2025-01,27,Symbiosis,83996723.29398711,83902702.05662176,167899425.3506089,94021.23736535129
2025-02,27,Symbiosis,68362567.6375271,68066177.8199885,136428745.4575156,296389.8175385776
2025-03,27,Symbiosis,86058942.62769327,85454305.64229599,171513248.26998925,604636.9853972656
2025-04,27,Symbiosis,91003446.5807334,90590577.76445934,181594024.34519276,412868.81627407065
2025-05,27,Symbiosis,99389805.04971911,98179470.85219763,197569275.90191674,1210334.197521471
2025-06,27,Symbiosis,87763165.35685802,87830364.59854369,175593529.95540172,-67199.24168567976
2025-07,27,Symbiosis,88240563.27658948,87354358.34515114,175594921.6217406,886204.9314383483
2025-08,27,Symbiosis,94056366.33332536,94153878.95868433,188210245.29200968,-97512.62535897188
2025-09,27,Symbiosis,109163396.94915575,108954519.4130956,218117916.36225134,208877.5360601429
2023-07,28,Meson,31842667.083717972,31902318.421018966,63744985.50473694,-59651.33730099315
